ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Transporter Name,Delivery Time (Days)
56495,133-NG-T30,FPQ-7553,SCMS-108700,ASN-12000,Maharashtra,PMO - US,Direct Drop,EXW,Air,4/28/11,5/18/11,12-Sep-11,12-Sep-11,12-Sep-11,HRDT,HIV test,Cipla,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5791,14974.97,2.585903988948368,0.1292951994474184,"Srikakulam, Andhra Pradesh",Yes,1918,1619.3,305.76,TCI Express,7
56496,105-GY-T30,FPQ-11562,SCMS-180010,ASN-18895,Maharashtra,PMO - US,Direct Drop,EXW,Air,2/7/13,3/6/13,18-Apr-13,18-Apr-13,18-Apr-13,ARV,Pediatric,Dr. Reddy's,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,65,81457.91,1253.1986153846156,41.773287179487184,"Baddi, Himachal Pradesh",Yes,4,1546.66,0.16,Blue Dart,3
56505,161-ZA-T30,FPQ-7175,SCMS-104060,ASN-11256,Uttar Pradesh,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,6-Dec-11,6-Dec-11,6-Dec-11,ARV,Adult,Cipla,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,129183,89002.42,0.6889638729554198,0.011482731215923664,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,1586.46,579.77,TCI Express,10
56520,102-SD-T30,FPQ-7321,SCMS-107760,ASN-10899,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,3/29/11,5/2/11,24-Jun-11,24-Jun-11,24-Jun-11,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,30,2710.41,90.347,3.61388,"Srikakulam, Andhra Pradesh",Yes,430,1458.01,0.99,Delhivery,14
56524,111-MZ-T30,FPQ-7270,SCMS-103130,ASN-11344,West Bengal,PMO - US,Direct Drop,EXW,Ocean,3/4/11,3/30/11,22-Nov-11,22-Nov-11,22-Nov-11,HRDT,HIV test,Serum Institute,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,13300,47738.63,3.589370676691729,0.17946853383458644,"Baddi, Himachal Pradesh",Yes,4472,1309.49,702.24,VRL Logistics,10
56550,109-TZ-T30,FPQ-3782,SCMS-47741,ASN-5095,West Bengal,PMO - US,Direct Drop,FCA,Air,6/11/09,6/23/09,17-Nov-09,17-Nov-09,17-Nov-09,ARV,Adult,Dr. Reddy's,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,645,1801.47,2.7929767441860465,0.008312430786267996,"Bhiwandi, Maharashtra",Yes,1210,1323.23,48.49,VRL Logistics,2
56637,104-CI-T30,FPQ-11294,SCMS-173120,ASN-19921,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,12/14/12,1/15/13,24-Jun-13,24-Jun-13,24-Jun-13,HRDT,HIV test,Sun Pharma,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,2000,88539.6,44.269800000000004,2.21349,"Srikakulam, Andhra Pradesh",Yes,576,213.2,71.75,TCI Express,13
56668,108-VN-T30,FPQ-7898,SCMS-113680,ASN-12291,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,6/27/11,7/8/11,24-Oct-11,24-Oct-11,24-Oct-11,ARV,Adult,Aurobindo Pharma,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,8245,63191.68,7.664242571255306,0.12773737618758843,"Hosakote, Karnataka",Yes,759,199.84,111.55,Blue Dart,2
56679,116-ZA-T30,FPQ-12522,SCMS-199287,ASN-27751,Maharashtra,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/13/14,13-Aug-14,13-Aug-14,13-Aug-14,ARV,Pediatric,Aurobindo Pharma,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2,50590.1,25295.05,84.31683333333334,"Hosakote, Karnataka",Yes,Weight Captured Separately,538.82,0.06,TCI Express,9
56716,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32265,West Bengal,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,10-Jul-15,10-Jul-15,10-Jul-15,ARV,Adult,Sun Pharma,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,6816,96521.2,14.160974178403755,0.4720324726134585,"Srikakulam, Andhra Pradesh",Yes,2541,412.48,80.22,Blue Dart,13
56734,161-ZA-T30,FPQ-7175,SCMS-103480,ASN-11804,Tamil Nadu,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,4-Jan-12,4-Jan-12,4-Jan-12,ARV,Adult,Cipla,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,23845,37524.62,1.5736892430278886,0.02622815405046481,"Pithampur, Madhya Pradesh",Yes,2283,1495.33,587.41,Delhivery,4
56748,114-UG-T30,FPQ-11153,SCMS-177120,ASN-18910,Karnataka,PMO - US,Direct Drop,EXW,Air,12/13/12,2/7/13,10-Apr-13,10-Apr-13,10-Apr-13,ARV,Pediatric,Lupin,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,56,17178.16,306.7528571428571,10.225095238095237,"Baddi, Himachal Pradesh",No,See ASN-18910 (ID#:50309),1222.48,0.14,Delhivery,9
56772,108-VN-T30,FPQ-9577,SCMS-145530,ASN-16123,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,4/11/12,6/12/12,9-Oct-12,9-Oct-12,9-Oct-12,ARV,Adult,Sun Pharma,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,41296,73880.83,1.7890553564509881,0.05963517854836627,"Baddi, Himachal Pradesh",No,See ASN-16123 (ID#:20371),541.43,259.96,GATI,6
56836,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32265,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,10-Jul-15,10-Jul-15,10-Jul-15,ARV,Adult,Biocon,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,6000,30480.56,5.080093333333333,0.08466822222222221,"Baddi, Himachal Pradesh",No,See ASN-32265 (ID#:56716),2253.59,15.25,Blue Dart,10
56837,106-HT-T30,FPQ-15038,SCMS-277520,ASN-30803,Delhi,PMO - US,Direct Drop,EXW,Air,10/22/14,2/19/15,12-Mar-15,12-Mar-15,13-Mar-15,ARV,Adult,Dr. Reddy's,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,2000,77617.62,38.80881,1.293627,"Hosakote, Karnataka",Yes,280,1163.81,40.09,VRL Logistics,6
56844,110-ZM-T30,FPQ-6263,SCMS-87290,ASN-8999,Delhi,PMO - US,Direct Drop,EXW,Air,9/8/10,10/7/10,17-Dec-10,16-Dec-10,16-Dec-10,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2041,30244.0,14.818226359627634,0.14818226359627634,"Vapi, Gujarat",Yes,989,720.61,352.03,Blue Dart,10
56861,106-HT-T30,FPQ-11065,SCMS-169340,ASN-18201,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,11/26/12,12/12/12,13-Mar-13,13-Mar-13,13-Mar-13,HRDT,HIV test,Sun Pharma,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,250,11133.29,44.53316,44.53316,"Srikakulam, Andhra Pradesh",Yes,164,2073.24,7.58,Delhivery,4
56864,106-HT-T30,FPQ-12590,SCMS-210511,ASN-24884,Maharashtra,PMO - US,Direct Drop,CIP,Air,8/21/13,2/5/14,28-Mar-14,28-Mar-14,28-Mar-14,ARV,Adult,Dr. Reddy's,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,288,70162.23,243.61885416666667,4.060314236111111,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,2469.49,0.89,TCI Express,5
56870,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,Delhi,PMO - US,Direct Drop,DDP,Truck,4/30/14,5/8/14,19-Feb-15,19-Feb-15,19-Feb-15,ARV,Adult,Cipla,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3,7711.73,2570.5766666666664,42.84294444444444,"Bhiwandi, Maharashtra",No,Weight Captured Separately,2245.34,0.05,TCI Express,3
56880,133-NG-T30,FPQ-10765,SCMS-162440,ASN-17648,West Bengal,PMO - US,Direct Drop,EXW,Air,10/5/12,10/16/12,9-Jan-13,17-Jan-13,17-Jan-13,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2744,12190.08,4.442448979591837,0.04442448979591837,"Hosakote, Karnataka",Yes,1235,1481.13,342.39,Delhivery,2
56898,102-SD-T30,FPQ-8261,SCMS-120451,ASN-13274,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,8/29/11,9/14/11,3-Feb-12,3-Feb-12,3-Feb-12,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,116,67598.19,582.7430172413793,5.827430172413793,"Vapi, Gujarat",Yes,45,1701.52,17.03,TCI Express,2
56899,109-TZ-T30,FPQ-12197,SCMS-189360,ASN-21235,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,4/30/13,5/29/13,17-Sep-13,16-Sep-13,16-Sep-13,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2330,69294.86,29.740283261802574,0.29740283261802575,"Bhiwandi, Maharashtra",Yes,965,2334.05,0.0,Delhivery,9
56902,116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,4/30/14,8/28/14,28-Aug-14,28-Aug-14,28-Aug-14,ARV,Adult,Sun Pharma,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,4,68848.65,17212.1625,573.73875,"Bhiwandi, Maharashtra",No,Weight Captured Separately,2423.39,0.06,GATI,9
56906,114-UG-T30,FPQ-12290,SCMS-192360,ASN-22588,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,5/17/13,6/24/13,21-Nov-13,21-Nov-13,22-Nov-13,ARV,Adult,Biocon,"Atazanavir 300mg, capsules, 30 Caps",Atazanavir,Generic,300mg,Capsule,30,7035,13083.2,1.859729921819474,0.06199099739398247,"Srikakulam, Andhra Pradesh",Yes,440,2035.25,130.53,TCI Express,2
56919,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,West Bengal,PMO - US,Direct Drop,DDP,Truck,9/11/14,6/2/15,2-Jun-15,2-Jun-15,2-Jun-15,ARV,Adult,Dr. Reddy's,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14,37741.83,2695.8450000000003,44.93075,"Hosakote, Karnataka",No,Weight Captured Separately,1103.23,0.31,VRL Logistics,5
56927,133-NG-T30,FPQ-4891,SCMS-64780,ASN-6979,Maharashtra,PMO - US,Direct Drop,EXW,Air,1/15/10,2/5/10,5-May-10,16-Jun-10,16-Jun-10,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2100,55832.1,26.586714285714287,0.26586714285714286,"Srikakulam, Andhra Pradesh",Yes,1002,2456.7,362.21,Blue Dart,14
56932,103-CM-T30,FPQ-12711,SCMS-203110,ASN-22043,Maharashtra,PMO - US,Direct Drop,EXW,Air,8/9/13,9/4/13,10-Oct-13,10-Oct-13,21-Oct-13,HRDT,HIV test,Lupin,"HIV 1/2, HEXAGON Rapid HIV Kit, 100 Tests","HIV 1/2, HEXAGON Rapid HIV Kit",Hexagon,,Test kit,100,30,68759.9,2291.9966666666664,22.919966666666664,"Baddi, Himachal Pradesh",Yes,46,1106.48,4.14,TCI Express,11
56940,114-UG-T30,FPQ-12477,SCMS-198530,ASN-22141,Gujarat,PMO - US,Direct Drop,EXW,Air,7/8/13,7/31/13,30-Oct-13,30-Oct-13,30-Oct-13,ARV,Adult,Cipla,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,16716,56519.97,3.381189877961235,0.1127063292653745,"Vapi, Gujarat",Yes,1874,1927.16,95.12,Blue Dart,14
56950,161-ZA-T30,FPQ-5648,SCMS-75650,ASN-9846,Uttar Pradesh,PMO - US,Direct Drop,DDP,Ocean,6/2/10,6/17/10,17-Mar-11,17-Mar-11,17-Mar-11,ARV,Pediatric,Aurobindo Pharma,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,33476,4155.63,0.12413759111004899,0.0005172399629585374,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,1393.57,153.01,GATI,9
56957,108-VN-T30,FPQ-13034,SCMS-210120,ASN-24394,Maharashtra,PMO - US,Direct Drop,EXW,Air,10/4/13,10/10/13,23-Apr-14,23-Apr-14,23-Apr-14,ARV,Adult,Biocon,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,564,95334.22,169.032304964539,2.817205082742317,"Hosakote, Karnataka",No,See ASN-24394 (ID#:16053),844.69,7.99,VRL Logistics,13
56962,111-MZ-T30,FPQ-8527,SCMS-130150,ASN-13534,Delhi,PMO - US,Direct Drop,EXW,Ocean,10/5/11,11/29/11,29-Feb-12,29-Feb-12,29-Feb-12,HRDT,HIV test,Biocon,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,7400,32095.41,4.337217567567568,0.2168608783783784,"Srikakulam, Andhra Pradesh",Yes,2471,667.7,390.72,Delhivery,2
56996,100-ZW-T30,FPQ-5018,SCMS-65350,ASN-6753,Maharashtra,PMO - US,Direct Drop,EXW,Air,2/2/10,2/17/10,20-May-10,31-May-10,31-May-10,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2450,29744.75,12.140714285714285,0.12140714285714285,"Pithampur, Madhya Pradesh",Yes,1183,1409.31,380.32,Delhivery,5
57016,104-CI-T30,FPQ-12806,SCMS-206570,ASN-24432,Gujarat,PMO - US,Direct Drop,EXW,Air,8/9/13,9/17/13,27-Feb-14,27-Feb-14,26-Mar-14,ARV,Pediatric,Dr. Reddy's,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,400,37023.76,92.55940000000001,0.9255940000000001,"Vapi, Gujarat",No,See ASN-24432 (ID#:40680),2209.92,2.23,GATI,6
57055,133-NG-T30,FPQ-12812,SCMS-210351,ASN-23946,Maharashtra,PMO - US,Direct Drop,EXW,Air,8/13/13,11/1/13,18-Feb-14,18-Feb-14,19-Mar-14,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,10798,52022.11,4.817754213743286,0.04817754213743286,"Vapi, Gujarat",Yes,4388,1647.49,1188.78,GATI,5
57087,114-UG-T30,FPQ-14407,SCMS-244540,ASN-28239,West Bengal,PMO - US,Direct Drop,EXW,Air,6/11/14,6/20/14,28-Oct-14,28-Oct-14,29-Oct-14,ARV,Adult,Biocon,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,3115,93612.13,30.0520481540931,1.00173493846977,"Hosakote, Karnataka",Yes,420,990.66,64.04,Blue Dart,3
57117,161-ZA-T30,FPQ-7175,SCMS-103500,ASN-11199,Uttar Pradesh,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,2-Sep-11,2-Sep-11,2-Sep-11,ARV,Adult,Lupin,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,25000,84450.07,3.3780028000000004,0.05630004666666667,"Pithampur, Madhya Pradesh",Yes,2303,2164.05,347.32,TCI Express,11
57173,104-CI-T30,FPQ-4484,SCMS-56480,ASN-5620,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,10/29/09,11/3/09,21-Jan-10,21-Jan-10,21-Jan-10,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,3500,51342.82,14.669377142857142,0.14669377142857143,"Pithampur, Madhya Pradesh",Yes,794,1681.66,528.22,TCI Express,7
57218,108-VN-T30,FPQ-4265,SCMS-57130,ASN-6266,West Bengal,PMO - US,Direct Drop,EXW,Air,10/20/09,11/13/09,19-Mar-10,19-Mar-10,19-Mar-10,ARV,Adult,Aurobindo Pharma,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15204,90569.13,5.956927782162589,0.09928212970270982,"Baddi, Himachal Pradesh",No,See ASN-6266 (ID#:15368),1449.52,256.58,VRL Logistics,3
57257,161-ZA-T30,FPQ-6262,SCMS-84250,ASN-9452,Maharashtra,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/21/10,15-Dec-10,11-Feb-11,11-Feb-11,ARV,Adult,Biocon,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,122743,78623.12,0.6405507442379605,0.010675845737299343,"Bhiwandi, Maharashtra",Yes,Weight Captured Separately,169.18,653.65,Blue Dart,9
57266,103-KE-T30,FPQ-9856,SCMS-149180,ASN-16494,Gujarat,PMO - US,Direct Drop,EXW,Air,5/24/12,6/13/12,15-Oct-12,15-Oct-12,15-Oct-12,HRDT,HIV test,Biocon,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,15000,21358.35,1.4238899999999999,0.0711945,"Hosakote, Karnataka",Yes,4956,2403.5,672.96,Blue Dart,8
57308,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,West Bengal,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,Cipla,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,251,90718.81,361.4295219123506,12.047650730411686,"Bhiwandi, Maharashtra",No,Weight Captured Separately,1238.43,6.18,Delhivery,5
57339,161-ZA-T30,FPQ-7175,SCMS-103680,ASN-13226,West Bengal,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/23/11,1-Dec-11,9-Jan-12,9-Jan-12,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,105813,58932.92,0.5569534934270836,0.018565116447569453,"Bhiwandi, Maharashtra",Yes,8351,1733.11,750.74,Blue Dart,8
57344,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,Maharashtra,PMO - US,Direct Drop,DDP,Truck,4/30/14,11/4/14,5-Nov-14,5-Nov-14,5-Nov-14,ARV,Pediatric,Serum Institute,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,45,94735.04,2105.223111111111,8.771762962962962,"Srikakulam, Andhra Pradesh",No,Weight Captured Separately,1289.01,1.13,GATI,6
57346,103-CM-T30,FPQ-8396,SCMS-122270,ASN-12701,West Bengal,PMO - US,Direct Drop,EXW,Air,9/13/11,9/15/11,18-Nov-11,18-Nov-11,18-Nov-11,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, HEXAGON Rapid HIV Kit, 100 Tests","HIV 1/2, HEXAGON Rapid HIV Kit",Hexagon,,Test kit,100,20,24808.27,1240.4135,12.404135000000002,"Baddi, Himachal Pradesh",Yes,30,560.27,3.68,TCI Express,8
57377,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33851,West Bengal,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Aug-15,24-Aug-15,24-Aug-15,ARV,Adult,Aurobindo Pharma,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,24,21533.12,897.2133333333333,14.953555555555555,"Pithampur, Madhya Pradesh",No,Weight Captured Separately,2185.5,0.34,VRL Logistics,9
57379,108-VN-T30,FPQ-4266,SCMS-56540,ASN-7740,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,10/20/09,11/11/09,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,Aurobindo Pharma,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,22008,33857.02,1.5383960378044346,0.025639933963407243,"Srikakulam, Andhra Pradesh",Yes,2148,634.43,371.4,Blue Dart,12
57392,900-UG-T30,FPQ-10089,SCMS-149411,ASN-15514,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,6/7/12,6/12/12,27-Jul-12,27-Jul-12,27-Jul-12,ARV,Adult,Cipla,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40860,55599.97,1.3607432697014195,0.022679054495023658,"Baddi, Himachal Pradesh",Yes,12945,570.25,134.05,VRL Logistics,14
57394,102-SZ-T30,FPQ-10537,SCMS-159090,ASN-16722,Delhi,PMO - US,Direct Drop,EXW,Air,8/23/12,9/12/12,19-Oct-12,19-Oct-12,19-Oct-12,HRDT,HIV test - Ancillary,Sun Pharma,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,,Test kit - Ancillary,1,220,92878.38,422.1744545454546,422.1744545454546,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,1363.05,2.0,GATI,10
57447,108-VN-T30,FPQ-13034,SCMS-210050,ASN-25327,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,10/4/13,10/7/13,15-May-14,15-May-14,14-May-14,ARV,Adult,Aurobindo Pharma,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4980,6785.46,1.3625421686746988,0.022709036144578313,"Srikakulam, Andhra Pradesh",Yes,695,1943.56,49.9,Delhivery,2
57449,108-VN-T30,FPQ-14516,SCMS-249030,ASN-29588,Tamil Nadu,PMO - US,Direct Drop,FCA,Air,7/9/14,8/11/14,15-Jan-15,15-Jan-15,22-Jan-15,ARV,Adult,Lupin,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4400,68024.86,15.460195454545454,0.12883496212121212,"Hosakote, Karnataka",Yes,1073,1109.42,275.1,GATI,8
57493,104-CI-T30,FPQ-5544,SCMS-71910,ASN-7323,Uttar Pradesh,PMO - US,Direct Drop,CIP,Air,4/19/10,4/26/10,6-Jul-10,6-Jul-10,6-Jul-10,ARV,Pediatric,Lupin,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,2000,71819.86,35.90993,0.5984988333333334,"Baddi, Himachal Pradesh",Yes,391,660.2,40.96,TCI Express,9
57513,102-AO-T30,FPQ-6434,SCMS-91620,ASN-9640,Maharashtra,PMO - US,Direct Drop,EXW,Air,10/28/10,11/10/10,14-Apr-11,14-Apr-11,14-Apr-11,HRDT,HIV test,Biocon,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,500,9747.21,19.494419999999998,0.974721,"Srikakulam, Andhra Pradesh",Yes,260,2403.21,34.5,VRL Logistics,14
57537,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,Serum Institute,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,203,89680.41,441.7754187192118,14.725847290640393,"Hosakote, Karnataka",No,Weight Captured Separately,1906.04,4.2,Blue Dart,9
57538,161-ZA-T30,FPQ-6262,SCMS-83810,ASN-10575,Karnataka,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,3-Jun-11,3-Jun-11,3-Jun-11,ARV,Pediatric,Cipla,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,55000,62905.21,1.143731090909091,0.0381243696969697,"Srikakulam, Andhra Pradesh",Yes,3099,2262.91,283.41,GATI,8
57540,101-CD-T30,FPQ-12093,SCMS-189070,ASN-20218,Karnataka,PMO - US,Direct Drop,EXW,Air,4/23/13,5/17/13,28-Nov-13,28-Nov-13,3-Dec-13,ARV,Pediatric,Sun Pharma,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,75,32151.84,428.6912,14.289706666666666,"Srikakulam, Andhra Pradesh",No,See ASN-20218 (ID#:20450),1374.47,1.02,Blue Dart,9
57541,111-MZ-T30,FPQ-7054,SCMS-98430,ASN-12216,Delhi,PMO - US,Direct Drop,FCA,Air,1/21/11,2/8/11,2-Nov-11,2-Nov-11,2-Nov-11,ARV,Adult,Aurobindo Pharma,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,461,71580.03,155.2712147505423,0.5750785731501566,"Srikakulam, Andhra Pradesh",Yes,238,202.34,78.74,TCI Express,14
